player_name,tracker_id,solo_KillDeathRatio,solo_WinRatio,solo_TimeSurvived,solo_RoundsPlayed,solo_Wins,solo_WinTop10Ratio,solo_Top10s,solo_Top10Ratio,solo_Losses,solo_Rating,solo_BestRating,solo_DamagePg,solo_HeadshotKillsPg,solo_HealsPg,solo_KillsPg,solo_MoveDistancePg,solo_RevivesPg,solo_RoadKillsPg,solo_TeamKillsPg,solo_TimeSurvivedPg,solo_Top10sPg,solo_Kills,solo_Assists,solo_Suicides,solo_TeamKills,solo_HeadshotKills,solo_HeadshotKillRatio,solo_VehicleDestroys,solo_RoadKills,solo_DailyKills,solo_WeeklyKills,solo_RoundMostKills,solo_MaxKillStreaks,solo_WeaponAcquired,solo_Days,solo_LongestTimeSurvived,solo_MostSurvivalTime,solo_AvgSurvivalTime,solo_WinPoints,solo_WalkDistance,solo_RideDistance,solo_MoveDistance,solo_AvgWalkDistance,solo_AvgRideDistance,solo_LongestKill,solo_Heals,solo_Revives,solo_Boosts,solo_DamageDealt,solo_DBNOs,duo_KillDeathRatio,duo_WinRatio,duo_TimeSurvived,duo_RoundsPlayed,duo_Wins,duo_WinTop10Ratio,duo_Top10s,duo_Top10Ratio,duo_Losses,duo_Rating,duo_BestRating,duo_DamagePg,duo_HeadshotKillsPg,duo_HealsPg,duo_KillsPg,duo_MoveDistancePg,duo_RevivesPg,duo_RoadKillsPg,duo_TeamKillsPg,duo_TimeSurvivedPg,duo_Top10sPg,duo_Kills,duo_Assists,duo_Suicides,duo_TeamKills,duo_HeadshotKills,duo_HeadshotKillRatio,duo_VehicleDestroys,duo_RoadKills,duo_DailyKills,duo_WeeklyKills,duo_RoundMostKills,duo_MaxKillStreaks,duo_WeaponAcquired,duo_Days,duo_LongestTimeSurvived,duo_MostSurvivalTime,duo_AvgSurvivalTime,duo_WinPoints,duo_WalkDistance,duo_RideDistance,duo_MoveDistance,duo_AvgWalkDistance,duo_AvgRideDistance,duo_LongestKill,duo_Heals,duo_Revives,duo_Boosts,duo_DamageDealt,duo_DBNOs,squad_KillDeathRatio,squad_WinRatio,squad_TimeSurvived,squad_RoundsPlayed,squad_Wins,squad_WinTop10Ratio,squad_Top10s,squad_Top10Ratio,squad_Losses,squad_Rating,squad_BestRating,squad_DamagePg,squad_HeadshotKillsPg,squad_HealsPg,squad_KillsPg,squad_MoveDistancePg,squad_RevivesPg,squad_RoadKillsPg,squad_TeamKillsPg,squad_TimeSurvivedPg,squad_Top10sPg,squad_Kills,squad_Assists,squad_Suicides,squad_TeamKills,squad_HeadshotKills,squad_HeadshotKillRatio,squad_VehicleDestroys,squad_RoadKills,squad_DailyKills,squad_WeeklyKills,squad_RoundMostKills,squad_MaxKillStreaks,squad_WeaponAcquired,squad_Days,squad_LongestTimeSurvived,squad_MostSurvivalTime,squad_AvgSurvivalTime,squad_WinPoints,squad_WalkDistance,squad_RideDistance,squad_MoveDistance,squad_AvgWalkDistance,squad_AvgRideDistance,squad_LongestKill,squad_Heals,squad_Revives,squad_Boosts,squad_DamageDealt,squad_DBNOs
BreakNeck,4405,3.14,17.65,18469.14,17,3,0.83,4,23.5,14,1559.78,1415.79,255.36,0.65,1.94,2.59,3321.28,0,0,0,1086.42,0.24,44,1,0,0,11,0.25,0,0,13,19,13,1,0,14,1909.66,1909.66,1262.83,2425,28924.31,27537.53,56461.84,2202.4,2764.5,304.87,33,0,29,4341.06,0,6.5,33.33,21913.81,15,5,0.25,10,66.7,10,2054.7,1927.91,569.6,1.2,2.33,4.33,6387.27,0.13,0,0,1460.92,0.67,65,24,0,0,18,0.28,2,0,22,22,9,2,0,8,1902.92,1902.92,1194.21,2686,30604.31,65204.77,95809.08,1252.45,4744.35,401.45,35,2,43,8544.07,40,5.45,47.51,1064406.38,642,305,0.29,583,90.8,337,3212.25,3208.69,377.15,0.5,3.4,2.86,8091.57,0.36,0.04,0,1657.95,0.91,1836,892,1,3,319,0.17,56,24,34,274,11,5,0,46,2328.32,2328.32,1449.03,4868,1443195.59,3751590.99,5194786.58,2626.97,4372.64,536.98,2186,234,1884,242132.73,1448
Blackwalk,8199,4.41,18.18,33014.86,33,6,0.36,11,33.3,27,1884.53,1860.74,393.04,1.27,1.82,3.61,5021.41,0,0.06,0,1000.45,0.33,119,2,0,0,42,0.35,3,2,18,18,13,3,0,10,1987.94,1987.94,1221.32,3812,47868.77,117837.74,165706.51,2017.38,5188.69,351.95,60,0,88,12970.39,0,4.56,35.71,17765.43,14,5,0.36,7,50,9,2097.88,2061.61,338.88,1.07,1.93,2.93,6868.74,0.14,0,0.14,1268.96,0.5,41,16,1,2,15,0.37,1,0,2,2,9,2,0,9,2126.82,2126.82,1020.42,2763,29229.32,66933.08,96162.39,1483.98,4109.21,182.84,27,2,43,4744.32,23,5.73,46.81,1176986.52,722,338,0.58,640,88.6,384,3156.94,3170.75,373.68,0.61,2.83,3.05,8381.97,0.38,0.03,0,1630.18,0.89,2201,964,1,3,439,0.2,44,22,84,405,14,5,0,44,2192.81,2192.81,1570.51,4058,1755866.37,4295917.3,6051783.67,2422.48,6009.73,734.85,2041,276,2340,269795.75,1724
mercedes_benz,4454,3.6,0,4330.44,5,0,0,1,20,5,1255.92,1266.6,329.76,0.6,1,3.6,2804.8,0,0,0,866.09,0.2,18,1,0,0,3,0.17,0,0,1,18,10,1,0,4,1578.31,1578.31,1133.17,2061,6340.79,7683.2,14023.99,1375.7,3052.5,125.76,5,0,3,1648.82,0,6.55,35.29,23449.22,17,6,0.3,10,58.8,11,2119.67,2052.94,527.8,0.71,1.65,4.24,5839.7,0.12,0,0.06,1379.37,0.59,72,30,1,1,12,0.17,0,0,27,27,10,2,0,9,1890.24,1890.24,1369.22,2777,41541.12,57733.81,99274.93,3185.21,4049.19,354.19,28,2,42,8972.61,36,6.08,47.34,1166679.99,733,347,0.47,654,89.2,386,3170.41,3179.38,399.7,0.59,2.41,3.2,7625.66,0.29,0.03,0.01,1591.65,0.89,2348,965,2,9,434,0.18,61,23,65,382,17,4,0,48,2328.32,2328.32,1223.28,5929,1654344.11,3935265.63,5589608.74,1871.89,3011.87,725.44,1766,210,2193,292977.07,1897
DORA,7729,14,50,13421.82,8,4,0.67,6,75,4,1798.7,1765.13,751.95,0.5,1,7,5986.82,0,0,0,1677.73,0.75,56,3,0,0,4,0.07,0,0,8,48,14,2,0,5,1980.79,1980.79,1677.73,1484,17579.69,30314.83,47894.53,2197.46,3789.35,412.25,8,0,24,6015.57,0,8,66.67,4196.37,3,2,1,2,66.7,1,1557.9,1465.88,434.13,1,0.33,2.67,6206.07,0.33,0,0,1398.79,0.67,8,3,0,0,3,0.38,0,0,8,8,7,2,0,2,1857.97,1857.97,1398.79,1309,10296.21,8322,18618.21,3432.07,2774,192.89,1,1,6,1302.4,5,4.77,42.16,777611.9,491,207,0.49,426,86.8,284,3078.62,3098.77,368.85,0.37,2.47,2.76,7733.03,0.29,0.04,0.01,1583.73,0.87,1354,659,1,3,180,0.13,36,21,56,56,12,5,0,38,2192.31,2192.31,1583.73,2576,1057919,2738998,3796916,2154.62,5578.41,587.28,1214,142,1252,181106.9,1057
n2tstar,0,10.5,33.33,9841.04,6,2,0.4,5,83.3,4,1668.67,1616.58,637.48,1.5,2,7,6526.96,0,0,0,1640.17,0.83,42,0,0,0,9,0.21,0,0,15,29,13,3,0,2,1923.71,1923.71,1640.17,1384,16736.41,22425.36,39161.77,2789.4,3737.56,307.97,12,0,21,3824.89,0,5.03,25.71,142571.5,105,27,0.45,60,57.1,78,2362.55,2366.2,428.62,0.86,1.9,3.73,5662.43,0.25,0.02,0,1357.82,0.57,392,81,0,0,90,0.23,3,2,3,3,15,4,0,18,2160.98,2160.98,1357.82,1952,191882.3,402672.8,594555.1,1827.45,3834.98,362.7,199,26,235,45005.56,216,5.7,46.39,669326.9,416,193,0.53,363,87.3,223,3085.86,3092.78,384.69,0.62,2.99,3.05,7741.01,0.29,0.02,0.01,1608.96,0.87,1270,490,0,6,257,0.2,23,9,42,160,15,6,0,40,2328.32,2328.32,1608.96,2579,872965.4,2347295,3220260,2098.47,5642.54,546.1,1245,120,923,160029.8,1077
coldoxygen,33313,5.73,31.25,22003.22,16,5,0.5,10,62.5,11,2123.32,2097.35,411.95,0.69,1.38,3.94,5712.21,0,0,0,1375.2,0.62,63,2,0,0,11,0.17,1,0,4,4,10,2,0,11,1957.74,1957.74,1375.2,1757,31043.18,60352.12,91395.3,1940.2,3772.01,298.03,22,0,50,6591.15,0,2.94,14.67,83660.68,75,11,0.16,34,45.3,64,2226.39,2191.85,305.34,0.51,1.87,2.51,3983.75,0.25,0.01,0.01,1115.48,0.45,188,43,0,1,38,0.2,3,1,14,27,15,2,0,14,1955.56,1955.56,713.74,2845,137692.63,161088.2,298780.93,1056.2,1088.43,486.17,140,19,167,22900.24,111,3.65,32.1,1073647,729,234,0.4,580,79.6,495,3093.21,3107.17,327.35,0.44,2.78,2.48,6493.8,0.27,0.02,0,1472.77,0.8,1807,737,1,3,318,0.18,60,14,9,9,13,4,0,47,2193.07,2193.07,1472.77,2591,1515541,3218436,4733977,2078.93,4414.86,1212.76,2023,195,2307,238640,1450
Giken,15585,2.45,8.45,148051.25,142,12,0.18,34,23.9,130,2604.65,2632.23,284.57,0.64,1.94,2.24,4722.81,0,0.08,0.02,1042.61,0.24,318,32,3,3,91,0.29,10,12,12,76,11,4,0,38,2724.3,2724.3,1238.78,3162,201112.38,469525.85,670638.33,1939,5189.78,464.37,275,0,371,40409.57,0,3.46,23.31,241426.76,163,38,0.55,104,63.8,125,2589.46,2597.91,355.47,0.57,3.13,2.66,7097.9,0.23,0.02,0.02,1481.15,0.64,433,143,1,4,93,0.21,12,3,19,26,14,3,0,36,2188.91,2188.91,1362.62,3487,317879.26,839078.03,1156956.9,1770.29,4278.03,410.31,510,37,647,57940.86,254,3.49,33,600768.86,397,131,0.24,316,79.6,266,3053.11,3050.51,332.52,0.47,3.21,2.34,7262.21,0.34,0.01,0.01,1513.27,0.8,928,436,0,5,185,0.2,25,3,21,21,11,4,0,49,2183.76,2183.76,1209.58,4895,825676.33,2057423.12,2883099.31,1664.77,3022.51,564.2,1274,133,1320,132008.88,775
KoreaNo1,9454,2.71,26.32,26091.14,19,5,0.5,10,52.6,14,1993.43,1948.66,238.4,0.68,1.53,2,5028.11,0,0.11,0,1373.22,0.53,38,0,0,0,13,0.34,0,2,6,6,7,2,0,7,2093.71,2093.71,1373.22,1667,24132.11,71402.04,95534.14,1270.11,3758,260.01,29,0,55,4529.69,0,2.82,18.52,30337.46,27,5,0.45,11,40.7,22,1949.38,1971.82,288.64,0.26,2.26,2.3,3981.88,0.15,0,0,1123.61,0.41,62,20,0,0,7,0.11,1,0,2,18,8,2,0,9,1980.32,1980.32,1123.61,1609,33958.28,73552.54,107510.8,1257.71,2724.17,352.32,61,4,65,7793.35,34,2.75,30.32,1180700,775,235,0.37,643,83,540,3028,3040.07,260.21,0.34,2.84,1.92,6263.73,0.21,0.03,0.01,1523.48,0.83,1487,627,2,10,267,0.18,31,26,26,26,10,4,0,47,2193.35,2193.35,1523.48,2529,1267794,3586593,4854387,1635.86,4627.86,806.24,2199,163,1864,201659,1287
undor,24029,3.68,13.64,49282.41,44,6,0.23,13,29.5,38,2461.78,2462.37,339.44,1.02,1.52,3.18,3761.16,0,0.05,0,1120.05,0.3,140,5,0,0,45,0.32,1,2,13,32,11,2,0,21,2180.54,2180.54,651.93,3000,66660.75,98830.09,165490.88,830.48,1176.55,283.13,67,0,97,14935.28,0,3.16,13.64,23983.08,22,3,0.3,10,45.5,19,1990.98,2009.96,339.02,0.5,2.95,2.73,3911.32,0.09,0.05,0,1090.14,0.45,60,8,0,0,11,0.18,0,1,10,17,12,2,0,9,2187.54,2187.54,1090.14,1646,39639.19,46409.87,86049.06,1801.78,2109.54,235.7,65,2,59,7458.37,34,3.89,32.89,345208.3,225,74,0.41,179,79.6,151,3080.89,3068.3,357.77,0.36,2.74,2.61,6893.22,0.27,0.02,0.04,1534.26,0.8,588,255,0,10,80,0.14,13,4,40,186,12,4,0,24,2191.98,2191.98,1534.26,2577,496712.2,1054263,1550975,2207.61,4685.61,455.67,617,61,585,80498.73,513
Fordune,11289,4.17,25,10280.77,8,2,0.25,4,50,6,1550.87,1549.44,372.38,0.5,1.12,3.12,3910.41,0,0,0,1285.1,0.5,25,1,0,0,4,0.16,0,0,1,10,8,2,0,5,1900.1,1900.1,1259.94,2309,23650,7633.25,31283.25,3609.51,546.01,183.7,9,0,24,2979.04,0,4,17.65,17324.46,17,3,0.43,7,41.2,14,1704.17,1660.3,370.03,0.41,1.47,3.29,3190.38,0,0,0,1019.09,0.41,56,13,0,0,7,0.12,0,0,18,18,10,2,0,5,1972.37,1972.37,1019.09,1399,27742.32,26494.2,54236.52,1631.9,1558.48,277.85,25,0,42,6290.53,30,2.81,34.83,784914.7,491,171,0.2,421,85.7,320,3036.18,3039.56,251.68,0.3,2.69,1.83,8291.32,0.45,0.02,0.01,1598.6,0.86,900,585,1,3,147,0.16,46,9,32,32,10,4,0,40,2328.32,2328.32,1144.18,3549,1277130.96,2793909.91,4071039.87,1981.29,3635.28,546.95,1320,220,1338,123573.74,675
PandaTV-Tongk,142394,3.12,6.03,106330.23,116,7,0.36,24,20.7,109,2125.14,2084.28,325.38,0.81,1.38,2.93,2877.85,0,0,0,916.64,0.21,340,12,0,0,94,0.28,0,0,21,100,12,3,0,27,2185.73,2185.73,939.83,5394,219813.08,114017.81,333830.88,1986.97,1105.19,402.96,160,0,242,37744.5,0,3.79,11.46,95740.77,96,11,0.28,32,33.3,85,2286.7,2170.97,414.17,0.82,1.79,3.35,3760.61,0.21,0.02,0.03,997.3,0.33,322,86,3,3,79,0.25,5,2,55,96,15,3,0,24,2036.19,2036.19,983.76,3183,196910.78,164107.38,361018.3,1987.67,1727.87,581.06,172,20,223,39760.23,190,3.83,27.44,1206308.02,933,256,0.36,605,64.8,677,3073.72,3067.87,366.11,0.55,2.8,2.78,4553.95,0.37,0,0.02,1292.93,0.65,2592,1295,3,19,517,0.2,47,4,53,70,15,5,0,65,2197.47,2197.47,1146.75,7708,2453718.02,1795121.84,4248839.76,2191.49,2357.04,971.82,2616,341,2379,341578.55,2198
Benny-_-,16256,1.2,1.19,232995.54,335,4,0.06,33,9.9,331,2335.96,2410.55,144.5,0.24,1.21,1.18,2066.09,0,0.02,0.01,695.51,0.1,396,17,3,3,82,0.21,3,6,6,9,8,3,0,43,1959.43,1959.43,838.94,2934,313103.91,379037.02,692140.93,1276.77,1972.2,343.82,406,0,332,48406.91,0,1.35,3.19,226398.88,282,9,0.05,60,21.3,273,2128.36,2230.52,172.81,0.24,1.46,1.3,2546.09,0.19,0.02,0.02,802.83,0.21,368,74,3,5,69,0.19,7,5,5,19,11,3,0,35,2191.55,2191.55,726.25,3749,314380.9,403615.5,717996.4,1153,483.95,319.36,413,53,348,48731.29,232,1.64,18.5,851377.05,638,118,0.4,439,68.8,520,2994.5,3013.99,197.61,0.19,2.24,1.34,5112.27,0.29,0.01,0.01,1334.45,0.69,852,432,2,6,122,0.14,44,8,9,38,10,4,0,64,2190.49,2190.49,1115.25,6278,1037534.91,2224095.54,3261630.99,1442.27,2484.46,436.7,1431,186,1142,126076.78,752
PanDaTV_Karl,142401,4.46,10.34,91380.4,87,9,0.45,25,28.7,78,2172.29,2185.98,436.99,1.03,1.92,4,5350.69,0,0.14,0,1050.35,0.29,348,16,0,0,90,0.26,1,12,18,42,15,3,0,22,2022.69,2022.69,1022.25,3902,171399.74,294109.95,465509.69,1928.81,2707.02,601.15,167,0,238,38018.21,0,4.73,24.49,56376.59,49,12,0.52,18,36.7,37,2315.49,2339.9,441.51,0.76,1.98,3.57,5616.87,0.37,0.06,0,1150.54,0.37,175,49,0,0,37,0.21,0,3,39,77,13,4,0,16,1981.47,1981.47,1127.04,3150,89770.83,185455.73,275226.52,1765.04,3774.46,421.17,97,18,116,21633.76,105,4.62,27.42,1102487.73,828,227,0.35,548,66.2,601,3008.56,3004.57,402.14,0.65,3.22,3.35,4884.12,0.5,0.01,0.02,1331.51,0.66,2774,1190,3,16,535,0.19,63,12,58,110,17,4,0,59,2190.4,2190.4,972.83,7746,2165263.71,1878784.23,4044047.95,1815.85,1407.37,710.15,2667,417,2044,332970.41,2187
homeboye,46547,2.6,5.56,71910.46,72,4,0.06,20,27.8,68,2480.35,2462.69,290.98,0.5,1.58,2.46,3444.3,0,0.06,0.01,998.76,0.28,177,11,1,1,36,0.2,2,4,78,78,10,2,0,16,2033.95,2033.95,777.27,5086,90663.46,157326.08,247989.58,877.32,1368.98,228.39,114,0,131,20950.58,0,2.47,12.82,102923.82,78,10,0.41,37,47.4,68,2281.74,2288.37,262.97,0.31,2.05,2.15,5708.88,0.21,0,0,1319.54,0.47,168,32,0,0,24,0.14,6,0,26,26,11,3,0,17,1975.37,1975.37,1380.74,4135,116857.79,328434.75,445292.64,1385.27,3989.61,483.61,160,16,159,20511.27,84,2.22,27.52,626104.7,436,120,0.23,335,76.8,316,2971.3,3003.62,221.57,0.23,1.93,1.61,6391.94,0.27,0.01,0.01,1436.02,0.77,701,300,1,4,100,0.14,26,6,13,66,11,4,0,41,2172.75,2172.75,919.98,5837,722933.46,2063950.51,2786884.17,1256.33,1690.35,462.32,840,117,839,96604.62,553
YUPPIEE,4486,3.6,13.04,30996.86,23,3,0.67,7,30.4,20,1978,1958.15,327.68,1.13,1.65,3.13,4829.43,0,0,0,1347.69,0.3,72,1,0,0,26,0.36,0,0,9,17,7,2,0,16,1970.47,1970.47,1369.84,2740,48791.78,62285.05,111076.82,2176.29,4313.64,330.07,38,0,65,7536.64,0,3.08,21.48,186383.5,135,29,0.38,77,57,106,2324.07,2309.67,297.09,0.5,2.3,2.41,5745.99,0.15,0.01,0.01,1380.62,0.57,326,112,0,1,68,0.21,2,1,4,12,10,3,0,20,2186.89,2186.89,1380.62,1940,263667.8,512041,775708.8,1953.09,3792.9,386.47,310,20,318,40107.62,181,3.48,39.78,420718.59,269,107,0.56,233,86.6,162,2989.82,2987.12,242.85,0.29,2.62,2.09,7491.81,0.26,0.01,0,1564.01,0.87,563,262,0,1,79,0.14,18,4,23,23,9,4,0,34,2190.74,2190.74,1544.79,3789,623788.64,1391507.33,2015296.77,2354.22,5138.15,519.68,704,71,602,65327.24,436
Doomhammer,6931,5,33.33,3638.01,3,1,1,1,33.3,2,1315.49,1346.27,370.65,0.67,0.67,3.33,3343.21,0,0,0,1212.67,0.33,10,1,0,0,2,0.2,0,0,0,0,10,1,0,2,1878.16,1878.16,1212.67,1096,2841.64,7188.01,10029.64,947.21,2396,125.66,2,0,7,1111.94,0,4.55,28.57,36537.31,28,8,0.31,13,46.4,20,2151.07,2178.16,399.93,0.61,0.86,3.25,5197.92,0.07,0,0,1304.9,0.46,91,17,0,0,17,0.19,3,0,4,6,9,2,0,15,1972.66,1972.66,998.94,2801,40387.91,105153.78,145541.71,1318.88,2892.77,569.74,24,2,71,11198.13,43,4.86,44.41,517227.1,322,143,0.53,271,84.2,179,3011.01,3010.37,367.73,0.43,1.52,2.7,7772.73,0.39,0.03,0.02,1606.3,0.84,870,471,0,5,137,0.16,41,9,27,27,10,4,0,43,2185.65,2185.65,1606.3,2517,630552.1,1872267,2502820,1958.24,5814.5,1001.9,488,126,1044,118409.8,680
DinghisKhan,3833,3.35,23.03,246771.12,165,38,0.22,86,52.1,127,2840.73,2829.19,319.88,0.5,1.68,2.58,7336.99,0,0.1,0,1495.58,0.52,425,41,0,0,82,0.19,13,17,24,24,9,4,0,20,2195.87,2195.87,1034.83,3359,278988.7,931615.1,1210603.5,1223.54,2840.29,442.07,278,0,472,52780.42,0,4.87,33.33,87214.92,57,19,0.49,39,68.4,38,2599.04,2617.34,421,0.53,2.47,3.25,6552.22,0.26,0.02,0,1530.09,0.68,185,57,0,0,30,0.16,7,1,12,12,10,3,0,11,2016.95,2016.95,1530.09,2170,110050.6,263426.3,373476.8,1930.71,4621.51,363.62,141,15,181,23996.77,111,3.93,41,462896.69,300,123,0.26,239,79.7,177,3002.73,3005.95,336.78,0.35,3.11,2.32,6547.07,0.29,0.03,0.02,1542.99,0.8,695,387,1,6,104,0.15,21,8,11,11,12,4,0,26,2176.05,2176.05,1457.48,3513,650411.22,1313710.98,1964121.9,1717.99,5487.29,496.55,933,88,655,101034.3,606
YoonRoot,4404,5.06,18.46,87214.43,65,12,0.49,29,44.6,53,2331.6,2342.39,460.9,1.2,1.66,4.12,5780.64,0,0.11,0,1341.76,0.45,268,7,0,0,78,0.29,5,7,22,31,14,3,0,16,2173.68,2173.68,1460.38,3448,100044.87,275697.07,375741.9,1619.45,4658.91,372.23,108,0,248,29958.4,0,5.29,32.47,110738.7,77,25,0.52,48,62.3,52,2571.36,2590.82,452.81,0.99,1.91,3.57,6388.62,0.44,0.1,0.01,1438.16,0.62,275,77,1,1,76,0.28,6,8,9,9,16,4,0,16,2020.32,2020.32,1438.16,2141,142308.1,349615.5,491923.6,1848.16,4540.46,761.41,147,34,219,34866.6,155,4.5,35.21,398456.08,267,94,0.24,205,76.8,173,3032.74,3028.9,389.18,0.61,2.12,2.92,6409.82,0.45,0.01,0,1492.34,0.77,779,322,0,1,163,0.21,19,2,53,53,12,4,0,28,2193.25,2193.25,1288.8,3645,541037.06,1170384.39,1711422.05,1843.02,3272.59,610.58,566,120,650,103910.13,714
3N1GmA,19925,6.6,37.5,20927.23,16,6,0.86,7,43.8,10,2088.75,2091.43,422.42,1.69,1.25,4.12,4771.72,0,0.06,0,1307.95,0.44,66,4,0,0,27,0.41,3,1,27,27,10,1,0,6,1959.46,1959.46,1307.95,1730,34591.29,41756.23,76347.52,2161.96,2609.76,245.48,20,0,58,6758.8,0,3.31,21.5,139488.68,107,23,0.21,56,52.3,84,2469.75,2509.94,302.66,0.64,1.78,2.6,5611.92,0.31,0.03,0.01,1303.63,0.52,278,77,0,1,69,0.25,10,3,11,11,10,3,0,27,2188.9,2188.9,1086.67,3056,220449.82,380025.6,600475.43,1521.63,3594.61,396.52,190,33,314,32384.13,154,3.9,37.94,434329.2,282,107,0.45,240,85.1,175,2998.38,3003.62,285.93,0.48,2.21,2.42,7249.52,0.39,0.04,0.01,1540.17,0.85,682,301,0,4,135,0.2,27,12,18,119,11,4,0,32,2189.08,2189.08,1540.17,2506,614751.8,1429614,2044366,2179.97,5069.55,548.12,623,111,889,80631.02,516
synthtail,6455,2.49,4.44,45916.37,45,2,0.18,11,24.4,43,2216.46,2191.98,285.22,0.58,1.04,2.38,3559.85,0,0.02,0.04,1020.36,0.24,107,5,2,2,26,0.24,1,1,4,24,11,1,0,27,2117.69,2117.69,1020.36,1827,64516.89,95676.41,160193.3,1433.71,2126.14,344.96,47,0,81,12834.82,0,2.27,3.51,49441.72,57,2,0.14,14,24.6,55,2175.11,2158.06,294.55,0.37,1.61,2.19,3046.64,0.26,0,0,867.4,0.25,125,26,0,0,21,0.17,0,0,1,1,14,3,0,15,1978.24,1978.24,867.4,1800,77090.05,96568.23,173658.3,1352.46,1694.18,230.56,92,15,75,16789.39,75,2.39,17.91,779638.82,564,101,0.3,402,71.3,463,2988.21,3000.82,271.42,0.26,1.77,1.96,5574.19,0.3,0,0.01,1382.34,0.71,1108,524,2,8,144,0.13,31,2,19,53,12,4,0,56,2195.03,2195.03,1153.04,6327,1058601.85,2085239,3143840.85,1604.04,2581.89,453.66,997,172,940,153078.26,904
SevenWolf,11729,4.25,12.73,62763.42,55,7,0.36,17,30.9,48,2079.32,2059.69,381.97,0.98,2.67,3.71,3115.34,0,0.02,0.02,1141.15,0.31,204,6,1,1,54,0.26,4,1,30,84,13,2,0,20,2002.52,2002.52,1278.34,4507,89077.66,82265.82,171343.46,1898.15,1824.04,304.65,147,0,171,21008.36,0,3.04,6.86,101265.75,102,7,0.13,28,27.5,95,2193.72,2217.39,344.97,0.45,1.59,2.83,2665.95,0.2,0.02,0.06,992.8,0.27,289,27,2,6,46,0.16,5,2,13,34,13,3,0,26,2188.87,2188.87,1162.78,2866,136353.7,135573.18,271926.78,1740.19,1735.26,244.47,162,20,233,35186.76,181,2.7,18.56,859394.78,625,116,0.33,453,72.5,509,3007.67,3020.67,310.69,0.32,2.26,2.2,5496.64,0.26,0.04,0.04,1375.03,0.72,1376,486,7,23,203,0.15,64,27,64,64,11,5,0,47,2192.18,2192.18,1249.38,6256,1162386.43,2273010.51,3435396.93,1813.49,2815.27,627.89,1415,164,1663,194178.57,1195
FZTEAMLDS,196013,2.54,8.89,43124.07,45,4,0.5,8,17.8,41,2146.49,2140,260.27,0.78,1.18,2.31,3937.17,0,0.04,0.02,958.31,0.18,104,5,1,1,35,0.34,0,2,0,0,12,2,0,15,1964.54,1964.54,958.31,1764,60896.2,116276.6,177172.8,1353.25,2583.93,823.47,53,0,92,11712.06,0,2.67,6.98,257386.84,258,18,0.62,71,27.5,240,2235.69,2256.85,304.07,0.48,2.64,2.48,3564.44,0.21,0.01,0.03,997.62,0.28,641,136,2,7,124,0.19,17,3,38,40,14,4,0,32,1989.26,1989.26,1220.05,2944,410543.57,509082.65,919626.22,1599.94,1782.08,356.56,682,54,539,78451.19,333,2.18,10.72,617524.23,597,64,0.08,271,45.4,533,2944.33,2968.08,263.93,0.31,2.47,1.95,4094.55,0.22,0.01,0.03,1034.38,0.45,1163,304,3,16,186,0.16,39,4,54,212,20,7,0,47,2153.04,2153.04,890.7,4530,937349.13,1507097.71,2444447.65,1157.73,2703.27,398.14,1477,129,1031,157568.56,1020
